"","hs_cotinine_adj_ln_iqr","hs_as_m_log2_iqr","hs_cd_m_log2_iqr","hs_co_m_log2_iqr","hs_cs_m_log2_iqr","hs_cu_m_log2_iqr","hs_hg_m_log2_iqr","hs_mn_m_log2_iqr","hs_mo_m_log2_iqr","hs_pb_m_log2_iqr","hs_dde_adj_log2_iqr","hs_ddt_adj_log2_iqr","hs_hcb_adj_log2_iqr","hs_pcb118_adj_log2_iqr","hs_pcb138_adj_log2_iqr","hs_pcb153_adj_log2_iqr","hs_pcb170_adj_log2_iqr","hs_pcb180_adj_log2_iqr","hs_dep_adj_log2_iqr","hs_detp_adj_log2_iqr","hs_dmdtp_adj_log2_iqr","hs_dmp_adj_log2_iqr","hs_dmtp_adj_log2_iqr","hs_pbde153_adj_log2_iqr","hs_pbde47_adj_log2_iqr","hs_pfhxs_m_log2_iqr","hs_pfna_m_log2_iqr","hs_pfoa_m_log2_iqr","hs_pfos_m_log2_iqr","hs_pfunda_m_log2_iqr","hs_bpa_adj_log2_iqr","hs_bupa_adj_log2_iqr","hs_etpa_adj_log2_iqr","hs_mepa_adj_log2_iqr","hs_oxbe_adj_log2_iqr","hs_prpa_adj_log2_iqr","hs_trcs_adj_log2_iqr","hs_mbzp_adj_log2_iqr","hs_mecpp_adj_log2_iqr","hs_mehhp_adj_log2_iqr","hs_mehp_adj_log2_iqr","hs_meohp_adj_log2_iqr","hs_mep_adj_log2_iqr","hs_mibp_adj_log2_iqr","hs_mnbp_adj_log2_iqr","hs_ohminp_adj_log2_iqr","hs_oxominp_adj_log2_iqr","cohortBiB","cohortINMA","cohortKANC","cohortRHEA","smokingYes","mother_bmiUnderweight","mother_bmiOverweight","mother_bmiObesity","mother_age","mother_eduSecondary","mother_edu>=University","parity1_child","parity2_or_more_children","conception_trimApril-June","conception_trimJuly-Sept","conception_trimOct-Dec","mother_workEmployed","child_age","sexMale"
"22",0,0,0,0,0,-0.0149537288846222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.17748946101329,0.0395191068176045,-0.210883033073473,0.0693389815898824,0.175153245278838,-0.438736948796289,-0.0256862539704555,0.0890292790326759,-0.0102656420087684,-0.140334499015487,-0.235995346864804,-0.0169817347534587,0.043199796822839,-0.0107518911964616,-0.0393825181525876,0.0182825173369069,-0.168842176262404,-0.102802152828513,0.205606944655156
"23",0,0,0.0422935427563986,0.0626023224360339,0,-0.0428569330529498,0.0371576795220037,-0.0818730836083266,-0.0114357557681698,0.0568983077157212,-0.044133072511051,-0.0533642417555484,-0.00814180836699316,-0.0779659795610545,0,0,0,0,0.00280657181501587,0,0,0.00186170202570373,0.00755595591819986,0,-0.0188269511631044,0,0,0.0195479174907908,0,-0.0649674934574381,0.0287110184059393,0,0,0,0.00397338386785812,-0.0330689638403922,0.0218311978927246,0,0,0,-0.0247701618315189,0,0,-0.0126002559497014,0.0452191508229101,0,0,-1.32798793364728,0.131589526717052,-0.180787522694986,0.0573491297537287,0.106115421279855,-0.498288944327761,-0.0267004219917276,0.142298657615013,-0.00885350492430439,-0.124509445067701,-0.210865397246437,-0.018425239226862,0.0128362536998581,0.0146774567235152,-0.023178122772482,-0.00508661111537604,-0.219826842371953,-0.141027799580054,0.203935714907945
"24",0,0,0,0,0,-0.0591126746091641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210035166162309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.17804041070177,0.0615427381657795,-0.194273134189839,0.0708610122057991,0.192947764311053,-0.477880849679052,-0.0169750907727268,0.119635744325113,-0.00955385704734894,-0.147460203373369,-0.234600051755954,-0.0134898035932256,0.0400900800201334,-0.00890705664101444,-0.0389953879675814,0.0146652261156163,-0.19490182473454,-0.0966026233865695,0.210409337352464
"25",0,0,0,0,0,-0.00317922482156605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.19734022509307,0.0481983760968421,-0.214208149826574,0.0657584969203488,0.168963672956038,-0.449367176754003,-0.0180506408989883,0.0931820598091611,-0.0103815210515579,-0.162773138545851,-0.254760555993224,-0.0162141065225584,0.0367789488514296,-6.68499668812739e-05,-0.0321783147179318,0.0257338213816496,-0.193657295759454,-0.100554050646911,0.204541572065136
"26",0,0,0,0,0,-0.00530942904324875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.18010335874524,0.0436557959980524,-0.21923296138126,0.0666518254484649,0.187429515252882,-0.444616801056048,-0.0181068554560047,0.0862798026963315,-0.0106036465389437,-0.151912168271665,-0.250315255007066,-0.00942703776521881,0.0422530155835108,0.00291831119744672,-0.0300758640175409,0.0263823575745216,-0.160485268169109,-0.106709386704449,0.20434698072046
"27",0,0,0,0,0,-0.0380726470324856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.17597355282598,0.0545278949542783,-0.210567333644162,0.0728913799701529,0.187913390584541,-0.413154669557464,-0.0172007026662727,0.0952178640879222,-0.00973263704632878,-0.170372237707312,-0.244314780312227,-0.0156071923312883,0.0248479670924332,-0.00789045011134367,-0.0351405031853608,0.0151603295257197,-0.16819091196119,-0.107467176454956,0.208523051097589
"28",0,0,0,0,0,0,0,0,0,0,0,-0.00514302297531897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.19874163436804,0.0434429902091852,-0.226143999873543,0.0617360931120766,0.181503812300447,-0.446728906055802,-0.0211996673759536,0.0804200202735689,-0.00962987304107861,-0.174353030355083,-0.266598287888251,-0.0184501259379228,0.0289695647508945,-0.000990006500021011,-0.0326195193626747,0.0217840282067704,-0.1941806097582,-0.105928551078658,0.204518347451002
"29",0,0,0,0,0,0,0,0,0,0,0,-0.018871494635983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.20323250834276,0.0443034794823202,-0.214889572927909,0.0563568504131051,0.178911408110448,-0.428332936742901,-0.0149832815393472,0.0946760242965133,-0.00940651070623378,-0.164615456063676,-0.257622422657895,-0.0128933472511341,0.0301627999657367,-0.000968884560514653,-0.0306864911605805,0.026678117145036,-0.172821913346805,-0.10329030019019,0.199351265236583
"30",0,0,0,0.109352462924017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.23118714634482,0.0598062211846035,-0.197901016396522,-0.000450170216825055,0.182608550146143,-0.485617025991228,-0.0187464780616293,0.0959607024309674,-0.00999047920100932,-0.184056032729413,-0.289848397455205,-0.0256994470115733,0.00922535889405827,-0.00840046295397003,-0.0391325382572135,0.0320809919336659,-0.186344486628924,-0.0876624689152329,0.203877630139996
"31",0,0,0,0.0516710398349408,0,-0.010671218582255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.20501234146468,0.0500303622568462,-0.220099264642184,0.0673472054307364,0.183081643239706,-0.461485500144048,-0.0281583528403686,0.0853216703821726,-0.0105031925341719,-0.150239373929297,-0.242578531308511,-0.0230900439406511,0.0259276591825922,0.0014068609013798,-0.0299106297407028,0.0332447383118065,-0.193350941930382,-0.103397079154216,0.199854062689734
"32",0,0,0,0,0,-0.0116364475372375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00176566411170923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.19599678354092,0.0459651842660263,-0.212621604024782,0.0598659729609173,0.185259434091156,-0.455679024026491,-0.0209532571566529,0.097306098744724,-0.0102429388732266,-0.181296870005082,-0.265495174290945,-0.0147936115078454,0.0417450370518659,-0.000637660340222802,-0.0328315989347593,0.0270600157465086,-0.180290353981795,-0.103355669597971,0.203741259246638
"33",0,0,0,0,0,-0.0158034641346884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2004595999798,0.0331365384810266,-0.223995891731424,0.0764954778918679,0.180857015160409,-0.426058634256905,-0.0171059854429884,0.099469370616785,-0.00983317242063042,-0.155629132538076,-0.238226034077528,-0.0154628856034519,0.0380698931653179,-0.00213600082637339,-0.0320129309711741,0.0264254503690722,-0.190546363569087,-0.109308341620137,0.203236499983642
"34",0,0,0,0,0,-0.0113914943812028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.18273979348542,0.0580499676590711,-0.209083589240359,0.0706101829768687,0.188108012994625,-0.452398759438666,-0.028854824059867,0.0693562712801622,-0.00985641339170923,-0.157222536071918,-0.245090116597798,-0.0169447303801257,0.0305681754300933,-0.00108798693292365,-0.0353743900165585,0.0231573045417996,-0.194498270448541,-0.0991937731815396,0.206043480436651
"35",0,0,0,0,0,-0.0308144720844862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.17899885356925,0.0399003519505816,-0.212744914697573,0.0708873061451821,0.176316060594098,-0.438891063406422,-0.0184193054546475,0.0964298504567824,-0.0106566360641566,-0.142195786488208,-0.224534313745823,-0.0100078393502044,0.0371647061827057,-0.00584821314321558,-0.0266535133755733,0.0226028329991876,-0.193103356148874,-0.105743444633865,0.204221514874782
