"","hs_cotinine_adj_ln_iqr","hs_as_m_log2_iqr","hs_cd_m_log2_iqr","hs_co_m_log2_iqr","hs_cs_m_log2_iqr","hs_cu_m_log2_iqr","hs_hg_m_log2_iqr","hs_mn_m_log2_iqr","hs_mo_m_log2_iqr","hs_pb_m_log2_iqr","hs_dde_adj_log2_iqr","hs_ddt_adj_log2_iqr","hs_hcb_adj_log2_iqr","hs_pcb118_adj_log2_iqr","hs_pcb138_adj_log2_iqr","hs_pcb153_adj_log2_iqr","hs_pcb170_adj_log2_iqr","hs_pcb180_adj_log2_iqr","hs_dep_adj_log2_iqr","hs_detp_adj_log2_iqr","hs_dmdtp_adj_log2_iqr","hs_dmp_adj_log2_iqr","hs_dmtp_adj_log2_iqr","hs_pbde153_adj_log2_iqr","hs_pbde47_adj_log2_iqr","hs_pfhxs_m_log2_iqr","hs_pfna_m_log2_iqr","hs_pfoa_m_log2_iqr","hs_pfos_m_log2_iqr","hs_pfunda_m_log2_iqr","hs_bpa_adj_log2_iqr","hs_bupa_adj_log2_iqr","hs_etpa_adj_log2_iqr","hs_mepa_adj_log2_iqr","hs_oxbe_adj_log2_iqr","hs_prpa_adj_log2_iqr","hs_trcs_adj_log2_iqr","hs_mbzp_adj_log2_iqr","hs_mecpp_adj_log2_iqr","hs_mehhp_adj_log2_iqr","hs_mehp_adj_log2_iqr","hs_meohp_adj_log2_iqr","hs_mep_adj_log2_iqr","hs_mibp_adj_log2_iqr","hs_mnbp_adj_log2_iqr","hs_ohminp_adj_log2_iqr","hs_oxominp_adj_log2_iqr","cohortBiB","cohortINMA","cohortKANC","cohortRHEA","smokingYes","mother_bmiUnderweight","mother_bmiOverweight","mother_bmiObesity","mother_age","mother_eduSecondary","mother_edu>=University","parity1_child","parity2_or_more_children","conception_trimApril-June","conception_trimJuly-Sept","conception_trimOct-Dec","mother_workEmployed","child_age","sexMale"
"69",0,0,0,0.0166472440445072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.246154226217046,0.221449361662293,-0.0957059153563805,-0.18145534552693,0.116770763381324,-0.18456125309157,-0.150305383329856,0.0353718386986435,0.000547593749107341,-0.0986386390722675,-0.242420132387797,-0.243959505083337,-0.105523066823775,0.0234887991044255,-0.0618223704387324,-0.0305247651150769,-0.132970012021113,0.046216134582481,0.0700467362174551
"70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000474288749547216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.285392787385333,0.226323882842416,-0.0991256282924261,-0.194830737426494,0.112333496986817,-0.17049017026001,-0.152617200200047,0.00775249459382478,0.000461705917412932,-0.136022942636098,-0.301151544745652,-0.23763339651867,-0.0954530350724736,0.0238925115112569,-0.0699363505122311,-0.0332357317305403,-0.133475572581419,0.0460311717668174,0.0686264747643871
"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.247065090838504,0.220112859109505,-0.10992043208079,-0.169917283890138,0.127613815950349,-0.18779697158984,-0.153960908579725,0.0175445124403131,0.00123969780727121,-0.0972961358115714,-0.235734594721369,-0.236734238083461,-0.0850061916535586,0.0206463297236798,-0.071313888432662,-0.0302068629982402,-0.153061945605894,0.0375155205525892,0.0695607880982727
"72",0,-0.0348604653166476,0,0.0394713278663874,0,-0.00441255719745647,0,0.124997522925503,-0.0252355838507009,0,0,0,0,-0.0516325462449592,0,0,0,0,0,0.039929414614907,0,0,0,0,0,0,0,0,0,-0.0140175403100075,0.0170948899562258,0.0309932603199042,0,0,0,0,0.0108072875561115,0,0,0,0,0,0,0,0,0,0,-0.416965637813041,0.15068775916972,-0.119479028756644,-0.320115405090098,0.0976683451756643,-0.200729676935003,-0.1537168279061,0.00221982231809148,0.0017674857960818,-0.198243153230928,-0.337243063375608,-0.231981992594051,-0.115755202220761,0.0286302813582354,-0.0558149450706023,-0.00893365182383495,-0.201473710251055,0.0581896051068652,0.0807989123056986
"73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.242942516395301,0.203783241284981,-0.109224836460704,-0.167520224642715,0.115955177363828,-0.179055134006627,-0.136311210207331,0.0333288474218857,0.000865258436156584,-0.0972433544807182,-0.234674679748971,-0.224450997279399,-0.0810854123961684,0.0158907923930527,-0.0562581126356477,-0.0261664400924148,-0.14328547667661,0.0361695670383171,0.0697131553748523
"74",0,-0.0397137454224018,0.0281808186800957,0,0,-0.0294925791491111,0,0.158238231259734,-0.0528487953177072,0,0,0,0,-0.0176551254683043,0,0,0,0,0,0.0965032803304224,-0.0434062447857322,0,0,0,0.00479230442824815,0,0,0,-0.0325732945921382,-0.00381371415959951,0,0.0307993375494178,0,-0.00891955572809328,0,0,0.0110813873457362,0.0382659263544983,0,0,0,0,0,0,0.00436038153231926,0,0,-0.309932069705516,0.0925198606158619,-0.0762098919185245,-0.227159890451222,0.0950026314955743,-0.161328024163079,-0.169585279089969,-0.00545283489298042,0.000789757377541646,-0.191756141927423,-0.341892785138682,-0.181278627291246,-0.0738910555715352,0.0189367470827342,-0.0652607905389407,-0.0295108963662048,-0.111467262142168,0.040993054777207,0.0994337682259458
"75",0,0,0.00936281991197781,0.0119754927676429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.250784297725554,0.217779328404628,-0.112906844917318,-0.179288974404302,0.126373073633592,-0.18998635954996,-0.141795645667201,0.0118286188419529,0.000509341277161851,-0.0959131493852937,-0.229163898949398,-0.23986900483219,-0.0972161638610107,0.0178877984950067,-0.0640892581720104,-0.0326711773895295,-0.139786974606113,0.0362190783234145,0.070422247205389
"76",0,0,0,0,0,0,0,0.0428157076181939,0,-0.0412464246607199,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340160138928087,0,0,0,0,-0.0212837080255948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.340109393656272,0.168684374920188,-0.149118309693954,-0.222241092870325,0.127767251288412,-0.184062788273607,-0.149569281881529,0.0259125062912646,0.00247312473542397,-0.123905078601088,-0.308354933274557,-0.229382210707076,-0.101357920726749,0.00754001272418841,-0.0789172671272636,-0.0255452545916475,-0.136477193401692,0.0484496956036878,0.0744529800018928
"77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.238652859607726,0.227500701054945,-0.10141706052102,-0.168389160453445,0.133856213997292,-0.18624738962563,-0.161557376697863,0.0109408658064271,0.000236445789579039,-0.0707153162297253,-0.210058425164305,-0.232159733004319,-0.0842902746408085,0.0173482371167534,-0.0629681779039293,-0.0268564209252992,-0.146724269900757,0.0417405369183467,0.0709080323016107
"78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25597963360769,0.218939644002232,-0.112788024009895,-0.164676844742509,0.121889624924886,-0.188635666023489,-0.146751377293681,0.0150213218019312,0.00212403403300022,-0.0724154159770827,-0.210015324277742,-0.236318987716091,-0.0913476161604856,0.0163318749375041,-0.063225406094308,-0.0254493840656513,-0.20664181173568,0.0407810172349212,0.0706918363694958
